lat,lon,extremLat,extremLon,averageSpeed,normalizedByLog,normalizedByMinMax,customScale,north,south,east,west
37.20068536585366,-8.884718048780488,37.2007,-8.87821,70.49512195121949,0.0,6.497246262785207,40.0,-8.878209983546682,-8.891226114014295,37.20719343108746,37.194177300619856
38.185105882352936,-8.632707647058822,38.181,-8.63865,79.8264705882353,0.0,7.35727839522906,40.0,-8.625484778627673,-8.639930515489972,38.192328750784085,38.177883013921786
38.22429259259258,-8.522719629629629,38.2226,-8.52735,71.45925925925927,0.0,6.586106844171361,40.0,-8.51778959925941,-8.527649659999847,38.2292226229628,38.219362562222365
38.57932413793104,-9.0088375862069,38.5793,-9.00121,77.91379310344826,0.0,7.180994756078181,40.0,-9.001209961807167,-9.016465210606633,38.58695176233077,38.57169651353131
37.83179772727273,-8.761819318181818,37.8392,-8.76525,77.59545454545456,0.0,7.151654796816088,40.0,-8.75366068966555,-8.769977946698086,37.839956355789,37.82363909875646
37.1446255319149,-8.874063191489359,37.137,-8.87832,70.88936170212766,0.0,6.5335817236984015,40.0,-8.865329970108826,-8.882796412869892,37.15335875329543,37.135892310534366
37.6564375,-8.76675375,37.6559,-8.76357,71.05625,0.0,6.548963133640553,40.0,-8.763524946767763,-8.769982553232236,37.659666303232235,37.65320869676777
37.76648461538462,-8.778977692307691,37.7616,-8.77394,70.74102564102562,0.0,6.51991019732955,40.0,-8.771960726350626,-8.785994658264757,37.773501581341684,37.759467649427556
37.38801212121212,-8.789728787878786,37.3826,-8.79399,77.20000000000002,0.0,7.1152073732718915,40.0,-8.782840465531748,-8.796617110225824,37.39490044355916,37.38112379886508
37.615899999999996,-8.7878648,37.6126,-8.79205,78.304,0.0,7.216958525345623,40.0,-8.782535081523385,-8.793194518476614,37.62122971847661,37.61057028152338
38.68753214285715,-9.176656071428571,38.6923,-9.17774,73.53214285714286,0.0,6.777156023699803,40.0,-9.171766555820394,-9.181545587036748,38.69242165846533,38.682642627248974
37.224333333333334,-8.833136666666668,37.2274,-8.83173,79.43888888888888,0.0,7.321556579621095,40.0,-8.829762773432499,-8.836510559900837,37.2277072265675,37.220959440099165
37.49570769230769,-8.720461923076924,37.5,-8.71837,75.58846153846153,0.0,6.966678482807515,40.0,-8.715686983550057,-8.72523686260379,37.50048263183456,37.49093275278082
37.58971724137932,-8.77777,37.5844,-8.77827,71.34482758620692,0.0,6.575560146194186,40.0,-8.77242930192897,-8.783110698071031,37.59505793945035,37.58437654330829
37.280161904761904,-8.802585238095238,37.2768,-8.80367,72.62857142857145,0.0,6.69387755102041,40.0,-8.799052659431128,-8.806117816759349,37.28369448342601,37.2766293260978
37.882536585365855,-8.7579456097561,37.8747,-8.76032,75.09756097560974,0.0,6.921434191300437,40.0,-8.749757215577342,-8.766134003934857,37.890724979544615,37.874348191187096
37.17338947368421,-8.88407894736842,37.1759,-8.88638,72.2157894736842,0.0,6.655833131215133,40.0,-8.880673424560456,-8.887484470176386,37.17679499649218,37.169983950876244
37.26970294117646,-8.808124117647058,37.2752,-8.80486,75.86176470588234,0.0,6.991867714827865,40.0,-8.801730986980221,-8.814517248313894,37.2760960718433,37.263309810509625
37.53301515151515,-8.784604242424242,37.5387,-8.78589,72.50303030303031,0.0,6.682306940371458,40.0,-8.778775805683633,-8.790432679164851,37.53884358825576,37.527186714774544
37.81397777777777,-8.764637999999998,37.8223,-8.7616,78.08444444444444,0.0,7.196722990271377,40.0,-8.75577860799399,-8.773497392006005,37.82283716978378,37.80511838577176
37.800051282051285,-8.775215641025643,37.8051,-8.76945,74.57179487179488,0.0,6.872976485879713,40.0,-8.767551949398086,-8.782879332653199,37.80771497367884,37.79238759042373
37.52066000000001,-8.7458695,37.5223,-8.74974,76.12,0.0,7.015668202764978,40.0,-8.741665886048889,-8.75007311395111,37.52486361395112,37.516456386048894
37.515353125000004,-8.7338253125,37.5182,-8.74032,76.33125,0.0,7.035138248847926,40.0,-8.726734074033537,-8.740916550966464,37.52244436346647,37.50826188653354
37.55731515151515,-8.78094787878788,37.5534,-8.78643,76.10000000000001,0.0,7.013824884792628,40.0,-8.774211257648842,-8.787684499926916,37.56405177265418,37.550578530376114
37.33146451612903,-8.793889032258063,37.3362,-8.7956,71.08387096774193,0.0,6.551508844953173,40.0,-8.788853933638757,-8.798924130877369,37.336499614748334,37.32642941750973
38.196520833333345,-8.617646041666669,38.198,-8.60708,79.22500000000001,0.0,7.301843317972351,40.0,-8.60697696623674,-8.628315117096598,38.207189908763276,38.185851757903414
37.232760000000006,-8.828709199999999,37.237,-8.82679,75.82800000000002,0.0,6.988755760368665,40.0,-8.824055069722498,-8.8333633302775,37.23741413027751,37.228105869722505
37.95381176470588,-8.823462647058822,37.9596,-8.82549,75.85882352941177,0.0,6.991596638655462,40.0,-8.817329635745592,-8.829595658372051,37.959944776019114,37.94767875339265
37.543205,-8.7878575,37.5399,-8.78644,72.45500000000001,0.0,6.677880184331799,40.0,-8.784261344935214,-8.791453655064785,37.546801155064784,37.539608844935216
37.25142499999999,-8.819115,37.2471,-8.82198,73.20714285714287,0.0,6.747202106649112,40.0,-8.813927143988131,-8.824302856011869,37.25661285601186,37.24623714398812
37.4457,-8.759669032258063,37.4416,-8.75688,71.99677419354839,0.0,6.635647391110451,40.0,-8.75471033273737,-8.764627731778758,37.450658699520694,37.44074130047931
37.24184347826087,-8.824722173913043,37.2455,-8.82298,73.8695652173913,0.0,6.808254858745742,40.0,-8.820671825635175,-8.828772522190912,37.24589382653874,37.237793129983
